rev,phase,rotation_tick,flux_file,side1,weak_halftrack_observed,syncloss_recovered,loader_timing_parity_runs,loader_timing_parity_mismatches,flux_behavior_pass,flux_samples,weak_halftrack_observed_rows,syncloss_recovery_rows,loader_timing_parity_runs_rows,loader_timing_parity_mismatch_rows,flux_behavior_pass_rows,w81_flux_samples,w81_weak_halftrack_observed_rows,w81_syncloss_recovery_rows,w81_loader_timing_parity_runs,w81_loader_timing_parity_mismatch_rows,w81_flux_behavior_pass_rows
1541,flux_behavior,26,_00.0.raw,0,1,1,3,0,1,1,1,1,3,0,1,1,1,1,3,0,1
1541,flux_behavior,53,_00.1.raw,1,1,0,3,0,1,2,2,1,6,0,2,2,2,1,6,0,2
1541,flux_behavior,81,_01.0.raw,0,0,0,3,0,1,3,2,1,9,0,3,3,2,1,9,0,3
1541,flux_behavior,110,_01.1.raw,1,1,0,3,0,1,4,3,1,12,0,4,4,3,1,12,0,4
1541,flux_behavior,140,_02.0.raw,0,0,0,3,0,1,5,3,1,15,0,5,5,3,1,15,0,5
1541,flux_behavior,171,_02.1.raw,1,1,0,3,0,1,6,4,1,18,0,6,6,4,1,18,0,6
1541,flux_behavior,203,_03.0.raw,0,1,0,3,0,1,7,5,1,21,0,7,7,5,1,21,0,7
1541,flux_behavior,229,_03.1.raw,1,1,0,3,0,1,8,6,1,24,0,8,8,6,1,24,0,8
1541,flux_behavior,256,_04.0.raw,0,0,0,3,0,1,9,6,1,27,0,9,9,6,1,27,0,9
1541,flux_behavior,284,_04.1.raw,1,1,1,3,0,1,10,7,2,30,0,10,10,7,2,30,0,10
1541,flux_behavior,313,_05.0.raw,0,0,0,3,0,1,11,7,2,33,0,11,11,7,2,33,0,11
1541,flux_behavior,343,_05.1.raw,1,1,0,3,0,1,12,8,2,36,0,12,12,8,2,36,0,12
1541,flux_behavior,374,_06.0.raw,0,1,0,3,0,1,13,9,2,39,0,13,13,9,2,39,0,13
1541,flux_behavior,406,_06.1.raw,1,1,0,3,0,1,14,10,2,42,0,14,14,10,2,42,0,14
1541,flux_behavior,432,_07.0.raw,0,0,0,3,0,1,15,10,2,45,0,15,15,10,2,45,0,15
1541,flux_behavior,459,_07.1.raw,1,1,0,3,0,1,16,11,2,48,0,16,16,11,2,48,0,16
1541,flux_behavior,487,_08.0.raw,0,0,0,3,0,1,17,11,2,51,0,17,17,11,2,51,0,17
1541,flux_behavior,516,_08.1.raw,1,1,0,3,0,1,18,12,2,54,0,18,18,12,2,54,0,18
1541,flux_behavior,546,_09.0.raw,0,1,1,3,0,1,19,13,3,57,0,19,19,13,3,57,0,19
1541,flux_behavior,577,_09.1.raw,1,1,0,3,0,1,20,14,3,60,0,20,20,14,3,60,0,20
1541,flux_behavior,609,_10.0.raw,0,0,0,3,0,1,21,14,3,63,0,21,21,14,3,63,0,21
1541,flux_behavior,635,_10.1.raw,1,1,0,3,0,1,22,15,3,66,0,22,22,15,3,66,0,22
1541,flux_behavior,662,_11.0.raw,0,0,0,3,0,1,23,15,3,69,0,23,23,15,3,69,0,23
1541,flux_behavior,690,_11.1.raw,1,1,0,3,0,1,24,16,3,72,0,24,24,16,3,72,0,24
1541,flux_behavior,719,_12.0.raw,0,1,0,3,0,1,25,17,3,75,0,25,25,17,3,75,0,25
1541,flux_behavior,749,_12.1.raw,1,1,0,3,0,1,26,18,3,78,0,26,26,18,3,78,0,26
1541,flux_behavior,780,_13.0.raw,0,0,0,3,0,1,27,18,3,81,0,27,27,18,3,81,0,27
1541,flux_behavior,812,_13.1.raw,1,1,1,3,0,1,28,19,4,84,0,28,28,19,4,84,0,28
1541,flux_behavior,838,_14.0.raw,0,0,0,3,0,1,29,19,4,87,0,29,29,19,4,87,0,29
1541,flux_behavior,865,_14.1.raw,1,1,0,3,0,1,30,20,4,90,0,30,30,20,4,90,0,30
1541,flux_behavior,893,_15.0.raw,0,1,0,3,0,1,31,21,4,93,0,31,31,21,4,93,0,31
1541,flux_behavior,922,_15.1.raw,1,1,0,3,0,1,32,22,4,96,0,32,32,22,4,96,0,32
1541,flux_behavior,952,_16.0.raw,0,0,0,3,0,1,33,22,4,99,0,33,33,22,4,99,0,33
1541,flux_behavior,983,_16.1.raw,1,1,0,3,0,1,34,23,4,102,0,34,34,23,4,102,0,34
1541,flux_behavior,1015,_17.0.raw,0,0,0,3,0,1,35,23,4,105,0,35,35,23,4,105,0,35
1541,flux_behavior,1041,_17.1.raw,1,1,0,3,0,1,36,24,4,108,0,36,36,24,4,108,0,36
1541,flux_behavior,1068,_18.0.raw,0,1,1,3,0,1,37,25,5,111,0,37,37,25,5,111,0,37
1541,flux_behavior,1096,_18.1.raw,1,1,0,3,0,1,38,26,5,114,0,38,38,26,5,114,0,38
1541,flux_behavior,1125,_19.0.raw,0,0,0,3,0,1,39,26,5,117,0,39,39,26,5,117,0,39
1541,flux_behavior,1155,_19.1.raw,1,1,0,3,0,1,40,27,5,120,0,40,40,27,5,120,0,40
1541,flux_behavior,1186,_20.0.raw,0,0,0,3,0,1,41,27,5,123,0,41,41,27,5,123,0,41
1541,flux_behavior,1218,_20.1.raw,1,1,0,3,0,1,42,28,5,126,0,42,42,28,5,126,0,42
1541,flux_behavior,1244,_21.0.raw,0,1,0,3,0,1,43,29,5,129,0,43,43,29,5,129,0,43
1541,flux_behavior,1271,_21.1.raw,1,1,0,3,0,1,44,30,5,132,0,44,44,30,5,132,0,44
1541,flux_behavior,1299,_22.0.raw,0,0,0,3,0,1,45,30,5,135,0,45,45,30,5,135,0,45
1541,flux_behavior,1328,_22.1.raw,1,1,1,3,0,1,46,31,6,138,0,46,46,31,6,138,0,46
1541,flux_behavior,1358,_23.0.raw,0,0,0,3,0,1,47,31,6,141,0,47,47,31,6,141,0,47
1541,flux_behavior,1389,_23.1.raw,1,1,0,3,0,1,48,32,6,144,0,48,48,32,6,144,0,48
1541,flux_behavior,1421,_24.0.raw,0,1,0,3,0,1,49,33,6,147,0,49,49,33,6,147,0,49
1541,flux_behavior,1447,_24.1.raw,1,1,0,3,0,1,50,34,6,150,0,50,50,34,6,150,0,50
1541,flux_behavior,1474,_25.0.raw,0,0,0,3,0,1,51,34,6,153,0,51,51,34,6,153,0,51
1541,flux_behavior,1502,_25.1.raw,1,1,0,3,0,1,52,35,6,156,0,52,52,35,6,156,0,52
1541,flux_behavior,1531,_26.0.raw,0,0,0,3,0,1,53,35,6,159,0,53,53,35,6,159,0,53
1541,flux_behavior,1561,_26.1.raw,1,1,0,3,0,1,54,36,6,162,0,54,54,36,6,162,0,54
1541,flux_behavior,1592,_27.0.raw,0,1,1,3,0,1,55,37,7,165,0,55,55,37,7,165,0,55
1541,flux_behavior,1624,_27.1.raw,1,1,0,3,0,1,56,38,7,168,0,56,56,38,7,168,0,56
1541,flux_behavior,1650,_28.0.raw,0,0,0,3,0,1,57,38,7,171,0,57,57,38,7,171,0,57
1541,flux_behavior,1677,_28.1.raw,1,1,0,3,0,1,58,39,7,174,0,58,58,39,7,174,0,58
1541,flux_behavior,1705,_29.0.raw,0,0,0,3,0,1,59,39,7,177,0,59,59,39,7,177,0,59
1541,flux_behavior,1734,_29.1.raw,1,1,0,3,0,1,60,40,7,180,0,60,60,40,7,180,0,60
1541,flux_behavior,1764,_30.0.raw,0,1,0,3,0,1,61,41,7,183,0,61,61,41,7,183,0,61
1541,flux_behavior,1795,_30.1.raw,1,1,0,3,0,1,62,42,7,186,0,62,62,42,7,186,0,62
1541,flux_behavior,1827,_31.0.raw,0,0,0,3,0,1,63,42,7,189,0,63,63,42,7,189,0,63
1541,flux_behavior,1853,_31.1.raw,1,1,1,3,0,1,64,43,8,192,0,64,64,43,8,192,0,64
1541,flux_behavior,1880,_32.0.raw,0,0,0,3,0,1,65,43,8,195,0,65,65,43,8,195,0,65
1541,flux_behavior,1908,_32.1.raw,1,1,0,3,0,1,66,44,8,198,0,66,66,44,8,198,0,66
1541,flux_behavior,1937,_33.0.raw,0,1,0,3,0,1,67,45,8,201,0,67,67,45,8,201,0,67
1541,flux_behavior,1967,_33.1.raw,1,1,0,3,0,1,68,46,8,204,0,68,68,46,8,204,0,68
1541,flux_behavior,1998,_34.0.raw,0,0,0,3,0,1,69,46,8,207,0,69,69,46,8,207,0,69
1541,flux_behavior,2030,_34.1.raw,1,1,0,3,0,1,70,47,8,210,0,70,70,47,8,210,0,70
1541,flux_behavior,2056,_35.0.raw,0,0,0,3,0,1,71,47,8,213,0,71,71,47,8,213,0,71
1541,flux_behavior,2083,_35.1.raw,1,1,0,3,0,1,72,48,8,216,0,72,72,48,8,216,0,72
1541,flux_behavior,2111,_36.0.raw,0,1,1,3,0,1,73,49,9,219,0,73,73,49,9,219,0,73
1541,flux_behavior,2140,_36.1.raw,1,1,0,3,0,1,74,50,9,222,0,74,74,50,9,222,0,74
1541,flux_behavior,2170,_37.0.raw,0,0,0,3,0,1,75,50,9,225,0,75,75,50,9,225,0,75
1541,flux_behavior,2201,_37.1.raw,1,1,0,3,0,1,76,51,9,228,0,76,76,51,9,228,0,76
1541,flux_behavior,2233,_38.0.raw,0,0,0,3,0,1,77,51,9,231,0,77,77,51,9,231,0,77
1541,flux_behavior,2259,_38.1.raw,1,1,0,3,0,1,78,52,9,234,0,78,78,52,9,234,0,78
1541,flux_behavior,2286,_39.0.raw,0,1,0,3,0,1,79,53,9,237,0,79,79,53,9,237,0,79
1541,flux_behavior,2314,_39.1.raw,1,1,0,3,0,1,80,54,9,240,0,80,80,54,9,240,0,80
1541,flux_behavior,2343,_40.0.raw,0,0,0,3,0,1,81,54,9,243,0,81,81,54,9,243,0,81
1541,flux_behavior,2373,_40.1.raw,1,1,1,3,0,1,82,55,10,246,0,82,82,55,10,246,0,82
1541,flux_behavior,2404,_41.0.raw,0,0,0,3,0,1,83,55,10,249,0,83,83,55,10,249,0,83
1541,flux_behavior,2436,_41.1.raw,1,1,0,3,0,1,84,56,10,252,0,84,84,56,10,252,0,84
1541,flux_behavior,2462,_42.0.raw,0,1,0,3,0,1,85,57,10,255,0,85,85,57,10,255,0,85
1541,flux_behavior,2489,_42.1.raw,1,1,0,3,0,1,86,58,10,258,0,86,86,58,10,258,0,86
1541,flux_behavior,2517,_43.0.raw,0,0,0,3,0,1,87,58,10,261,0,87,87,58,10,261,0,87
1541,flux_behavior,2546,_43.1.raw,1,1,0,3,0,1,88,59,10,264,0,88,88,59,10,264,0,88
1541,flux_behavior,2576,_44.0.raw,0,0,0,3,0,1,89,59,10,267,0,89,89,59,10,267,0,89
1541,flux_behavior,2607,_44.1.raw,1,1,0,3,0,1,90,60,10,270,0,90,90,60,10,270,0,90
1541,flux_behavior,2639,_45.0.raw,0,1,1,3,0,1,91,61,11,273,0,91,91,61,11,273,0,91
1541,flux_behavior,2665,_45.1.raw,1,1,0,3,0,1,92,62,11,276,0,92,92,62,11,276,0,92
1541,flux_behavior,2692,_46.0.raw,0,0,0,3,0,1,93,62,11,279,0,93,93,62,11,279,0,93
1541,flux_behavior,2720,_46.1.raw,1,1,0,3,0,1,94,63,11,282,0,94,94,63,11,282,0,94
1541,flux_behavior,2749,_47.0.raw,0,0,0,3,0,1,95,63,11,285,0,95,95,63,11,285,0,95
1541,flux_behavior,2779,_47.1.raw,1,1,0,3,0,1,96,64,11,288,0,96,96,64,11,288,0,96
1541,flux_behavior,2810,_48.0.raw,0,1,0,3,0,1,97,65,11,291,0,97,97,65,11,291,0,97
1541,flux_behavior,2842,_48.1.raw,1,1,0,3,0,1,98,66,11,294,0,98,98,66,11,294,0,98
1541,flux_behavior,2868,_49.0.raw,0,0,0,3,0,1,99,66,11,297,0,99,99,66,11,297,0,99
1541,flux_behavior,2895,_49.1.raw,1,1,1,3,0,1,100,67,12,300,0,100,100,67,12,300,0,100
1541,flux_behavior,2923,_50.0.raw,0,0,0,3,0,1,101,67,12,303,0,101,101,67,12,303,0,101
1541,flux_behavior,2952,_50.1.raw,1,1,0,3,0,1,102,68,12,306,0,102,102,68,12,306,0,102
1541,flux_behavior,2982,_51.0.raw,0,1,0,3,0,1,103,69,12,309,0,103,103,69,12,309,0,103
1541,flux_behavior,3013,_51.1.raw,1,1,0,3,0,1,104,70,12,312,0,104,104,70,12,312,0,104
1541,flux_behavior,3045,_52.0.raw,0,0,0,3,0,1,105,70,12,315,0,105,105,70,12,315,0,105
1541,flux_behavior,3071,_52.1.raw,1,1,0,3,0,1,106,71,12,318,0,106,106,71,12,318,0,106
1541,flux_behavior,3098,_53.0.raw,0,0,0,3,0,1,107,71,12,321,0,107,107,71,12,321,0,107
1541,flux_behavior,3126,_53.1.raw,1,1,0,3,0,1,108,72,12,324,0,108,108,72,12,324,0,108
1541,flux_behavior,3155,_54.0.raw,0,1,1,3,0,1,109,73,13,327,0,109,109,73,13,327,0,109
1541,flux_behavior,3185,_54.1.raw,1,1,0,3,0,1,110,74,13,330,0,110,110,74,13,330,0,110
1541,flux_behavior,3216,_55.0.raw,0,0,0,3,0,1,111,74,13,333,0,111,111,74,13,333,0,111
1541,flux_behavior,3248,_55.1.raw,1,1,0,3,0,1,112,75,13,336,0,112,112,75,13,336,0,112
1541,flux_behavior,3274,_56.0.raw,0,0,0,3,0,1,113,75,13,339,0,113,113,75,13,339,0,113
1541,flux_behavior,3301,_56.1.raw,1,1,0,3,0,1,114,76,13,342,0,114,114,76,13,342,0,114
1541,flux_behavior,3329,_57.0.raw,0,1,0,3,0,1,115,77,13,345,0,115,115,77,13,345,0,115
1541,flux_behavior,3358,_57.1.raw,1,1,0,3,0,1,116,78,13,348,0,116,116,78,13,348,0,116
1541,flux_behavior,3388,_58.0.raw,0,0,0,3,0,1,117,78,13,351,0,117,117,78,13,351,0,117
1541,flux_behavior,3419,_58.1.raw,1,1,1,3,0,1,118,79,14,354,0,118,118,79,14,354,0,118
1541,flux_behavior,3451,_59.0.raw,0,0,0,3,0,1,119,79,14,357,0,119,119,79,14,357,0,119
1541,flux_behavior,3477,_59.1.raw,1,1,0,3,0,1,120,80,14,360,0,120,120,80,14,360,0,120
1541,flux_behavior,3504,_60.0.raw,0,1,0,3,0,1,121,81,14,363,0,121,121,81,14,363,0,121
1541,flux_behavior,3532,_60.1.raw,1,1,0,3,0,1,122,82,14,366,0,122,122,82,14,366,0,122
1541,flux_behavior,3561,_61.0.raw,0,0,0,3,0,1,123,82,14,369,0,123,123,82,14,369,0,123
1541,flux_behavior,3591,_61.1.raw,1,1,0,3,0,1,124,83,14,372,0,124,124,83,14,372,0,124
1541,flux_behavior,3622,_62.0.raw,0,0,0,3,0,1,125,83,14,375,0,125,125,83,14,375,0,125
1541,flux_behavior,3654,_62.1.raw,1,1,0,3,0,1,126,84,14,378,0,126,126,84,14,378,0,126
1541,flux_behavior,3680,_63.0.raw,0,1,1,3,0,1,127,85,15,381,0,127,127,85,15,381,0,127
1541,flux_behavior,3707,_63.1.raw,1,1,0,3,0,1,128,86,15,384,0,128,128,86,15,384,0,128
1541,flux_behavior,3735,_64.0.raw,0,0,0,3,0,1,129,86,15,387,0,129,129,86,15,387,0,129
1541,flux_behavior,3764,_64.1.raw,1,1,0,3,0,1,130,87,15,390,0,130,130,87,15,390,0,130
1541,flux_behavior,3794,_65.0.raw,0,0,0,3,0,1,131,87,15,393,0,131,131,87,15,393,0,131
1541,flux_behavior,3825,_65.1.raw,1,1,0,3,0,1,132,88,15,396,0,132,132,88,15,396,0,132
1541,flux_behavior,3857,_66.0.raw,0,1,0,3,0,1,133,89,15,399,0,133,133,89,15,399,0,133
1541,flux_behavior,3883,_66.1.raw,1,1,0,3,0,1,134,90,15,402,0,134,134,90,15,402,0,134
1541,flux_behavior,3910,_67.0.raw,0,0,0,3,0,1,135,90,15,405,0,135,135,90,15,405,0,135
1541,flux_behavior,3938,_67.1.raw,1,1,1,3,0,1,136,91,16,408,0,136,136,91,16,408,0,136
1541,flux_behavior,3967,_68.0.raw,0,0,0,3,0,1,137,91,16,411,0,137,137,91,16,411,0,137
1541,flux_behavior,3997,_68.1.raw,1,1,0,3,0,1,138,92,16,414,0,138,138,92,16,414,0,138
1541,flux_behavior,4028,_69.0.raw,0,1,0,3,0,1,139,93,16,417,0,139,139,93,16,417,0,139
1541,flux_behavior,4060,_69.1.raw,1,1,0,3,0,1,140,94,16,420,0,140,140,94,16,420,0,140
1541,flux_behavior,4086,_70.0.raw,0,0,0,3,0,1,141,94,16,423,0,141,141,94,16,423,0,141
1541,flux_behavior,4113,_70.1.raw,1,1,0,3,0,1,142,95,16,426,0,142,142,95,16,426,0,142
1541,flux_behavior,4141,_71.0.raw,0,0,0,3,0,1,143,95,16,429,0,143,143,95,16,429,0,143
1541,flux_behavior,4170,_71.1.raw,1,1,0,3,0,1,144,96,16,432,0,144,144,96,16,432,0,144
1541,flux_behavior,4200,_72.0.raw,0,1,1,3,0,1,145,97,17,435,0,145,145,97,17,435,0,145
1541,flux_behavior,4231,_72.1.raw,1,1,0,3,0,1,146,98,17,438,0,146,146,98,17,438,0,146
1541,flux_behavior,4263,_73.0.raw,0,0,0,3,0,1,147,98,17,441,0,147,147,98,17,441,0,147
1541,flux_behavior,4289,_73.1.raw,1,1,0,3,0,1,148,99,17,444,0,148,148,99,17,444,0,148
1541,flux_behavior,4316,_74.0.raw,0,0,0,3,0,1,149,99,17,447,0,149,149,99,17,447,0,149
1541,flux_behavior,4344,_74.1.raw,1,1,0,3,0,1,150,100,17,450,0,150,150,100,17,450,0,150
1541,flux_behavior,4373,_75.0.raw,0,1,0,3,0,1,151,101,17,453,0,151,151,101,17,453,0,151
1541,flux_behavior,4403,_75.1.raw,1,1,0,3,0,1,152,102,17,456,0,152,152,102,17,456,0,152
1541,flux_behavior,4434,_76.0.raw,0,0,0,3,0,1,153,102,17,459,0,153,153,102,17,459,0,153
1541,flux_behavior,4466,_76.1.raw,1,1,1,3,0,1,154,103,18,462,0,154,154,103,18,462,0,154
1541,flux_behavior,4492,_77.0.raw,0,0,0,3,0,1,155,103,18,465,0,155,155,103,18,465,0,155
1541,flux_behavior,4519,_77.1.raw,1,1,0,3,0,1,156,104,18,468,0,156,156,104,18,468,0,156
1541,flux_behavior,4547,_78.0.raw,0,1,0,3,0,1,157,105,18,471,0,157,157,105,18,471,0,157
1541,flux_behavior,4576,_78.1.raw,1,1,0,3,0,1,158,106,18,474,0,158,158,106,18,474,0,158
1541,flux_behavior,4606,_79.0.raw,0,0,0,3,0,1,159,106,18,477,0,159,159,106,18,477,0,159
1541,flux_behavior,4637,_79.1.raw,1,1,0,3,0,1,160,107,18,480,0,160,160,107,18,480,0,160
1541,flux_behavior,4669,_80.0.raw,0,0,0,3,0,1,161,107,18,483,0,161,161,107,18,483,0,161
1541,flux_behavior,4695,_80.1.raw,1,1,0,3,0,1,162,108,18,486,0,162,162,108,18,486,0,162
1541,flux_behavior,4722,_81.0.raw,0,1,1,3,0,1,163,109,19,489,0,163,163,109,19,489,0,163
1541,flux_behavior,4750,_81.1.raw,1,1,0,3,0,1,164,110,19,492,0,164,164,110,19,492,0,164
1541,flux_behavior,4779,_82.0.raw,0,0,0,3,0,1,165,110,19,495,0,165,165,110,19,495,0,165
1541,flux_behavior,4809,_82.1.raw,1,1,0,3,0,1,166,111,19,498,0,166,166,111,19,498,0,166
1541,flux_behavior,4840,_83.0.raw,0,0,0,3,0,1,167,111,19,501,0,167,167,111,19,501,0,167
1541,flux_behavior,4872,_83.1.raw,1,1,0,3,0,1,168,112,19,504,0,168,168,112,19,504,0,168
1541C,flux_behavior,27,_00.0.raw,0,1,1,3,0,1,1,1,1,3,0,1,1,1,1,3,0,1
1541C,flux_behavior,55,_00.1.raw,1,1,0,3,0,1,2,2,1,6,0,2,2,2,1,6,0,2
1541C,flux_behavior,84,_01.0.raw,0,0,0,3,0,1,3,2,1,9,0,3,3,2,1,9,0,3
1541C,flux_behavior,114,_01.1.raw,1,1,0,3,0,1,4,3,1,12,0,4,4,3,1,12,0,4
1541C,flux_behavior,145,_02.0.raw,0,0,0,3,0,1,5,3,1,15,0,5,5,3,1,15,0,5
1541C,flux_behavior,177,_02.1.raw,1,1,0,3,0,1,6,4,1,18,0,6,6,4,1,18,0,6
1541C,flux_behavior,210,_03.0.raw,0,1,0,3,0,1,7,5,1,21,0,7,7,5,1,21,0,7
1541C,flux_behavior,237,_03.1.raw,1,1,0,3,0,1,8,6,1,24,0,8,8,6,1,24,0,8
1541C,flux_behavior,265,_04.0.raw,0,0,0,3,0,1,9,6,1,27,0,9,9,6,1,27,0,9
1541C,flux_behavior,294,_04.1.raw,1,1,1,3,0,1,10,7,2,30,0,10,10,7,2,30,0,10
1541C,flux_behavior,324,_05.0.raw,0,0,0,3,0,1,11,7,2,33,0,11,11,7,2,33,0,11
1541C,flux_behavior,355,_05.1.raw,1,1,0,3,0,1,12,8,2,36,0,12,12,8,2,36,0,12
1541C,flux_behavior,387,_06.0.raw,0,1,0,3,0,1,13,9,2,39,0,13,13,9,2,39,0,13
1541C,flux_behavior,420,_06.1.raw,1,1,0,3,0,1,14,10,2,42,0,14,14,10,2,42,0,14
1541C,flux_behavior,447,_07.0.raw,0,0,0,3,0,1,15,10,2,45,0,15,15,10,2,45,0,15
1541C,flux_behavior,475,_07.1.raw,1,1,0,3,0,1,16,11,2,48,0,16,16,11,2,48,0,16
1541C,flux_behavior,504,_08.0.raw,0,0,0,3,0,1,17,11,2,51,0,17,17,11,2,51,0,17
1541C,flux_behavior,534,_08.1.raw,1,1,0,3,0,1,18,12,2,54,0,18,18,12,2,54,0,18
1541C,flux_behavior,565,_09.0.raw,0,1,1,3,0,1,19,13,3,57,0,19,19,13,3,57,0,19
1541C,flux_behavior,597,_09.1.raw,1,1,0,3,0,1,20,14,3,60,0,20,20,14,3,60,0,20
1541C,flux_behavior,630,_10.0.raw,0,0,0,3,0,1,21,14,3,63,0,21,21,14,3,63,0,21
1541C,flux_behavior,657,_10.1.raw,1,1,0,3,0,1,22,15,3,66,0,22,22,15,3,66,0,22
1541C,flux_behavior,685,_11.0.raw,0,0,0,3,0,1,23,15,3,69,0,23,23,15,3,69,0,23
1541C,flux_behavior,714,_11.1.raw,1,1,0,3,0,1,24,16,3,72,0,24,24,16,3,72,0,24
1541C,flux_behavior,744,_12.0.raw,0,1,0,3,0,1,25,17,3,75,0,25,25,17,3,75,0,25
1541C,flux_behavior,775,_12.1.raw,1,1,0,3,0,1,26,18,3,78,0,26,26,18,3,78,0,26
1541C,flux_behavior,807,_13.0.raw,0,0,0,3,0,1,27,18,3,81,0,27,27,18,3,81,0,27
1541C,flux_behavior,840,_13.1.raw,1,1,1,3,0,1,28,19,4,84,0,28,28,19,4,84,0,28
1541C,flux_behavior,867,_14.0.raw,0,0,0,3,0,1,29,19,4,87,0,29,29,19,4,87,0,29
1541C,flux_behavior,895,_14.1.raw,1,1,0,3,0,1,30,20,4,90,0,30,30,20,4,90,0,30
1541C,flux_behavior,924,_15.0.raw,0,1,0,3,0,1,31,21,4,93,0,31,31,21,4,93,0,31
1541C,flux_behavior,954,_15.1.raw,1,1,0,3,0,1,32,22,4,96,0,32,32,22,4,96,0,32
1541C,flux_behavior,985,_16.0.raw,0,0,0,3,0,1,33,22,4,99,0,33,33,22,4,99,0,33
1541C,flux_behavior,1017,_16.1.raw,1,1,0,3,0,1,34,23,4,102,0,34,34,23,4,102,0,34
1541C,flux_behavior,1050,_17.0.raw,0,0,0,3,0,1,35,23,4,105,0,35,35,23,4,105,0,35
1541C,flux_behavior,1077,_17.1.raw,1,1,0,3,0,1,36,24,4,108,0,36,36,24,4,108,0,36
1541C,flux_behavior,1105,_18.0.raw,0,1,1,3,0,1,37,25,5,111,0,37,37,25,5,111,0,37
1541C,flux_behavior,1134,_18.1.raw,1,1,0,3,0,1,38,26,5,114,0,38,38,26,5,114,0,38
1541C,flux_behavior,1164,_19.0.raw,0,0,0,3,0,1,39,26,5,117,0,39,39,26,5,117,0,39
1541C,flux_behavior,1195,_19.1.raw,1,1,0,3,0,1,40,27,5,120,0,40,40,27,5,120,0,40
1541C,flux_behavior,1227,_20.0.raw,0,0,0,3,0,1,41,27,5,123,0,41,41,27,5,123,0,41
1541C,flux_behavior,1260,_20.1.raw,1,1,0,3,0,1,42,28,5,126,0,42,42,28,5,126,0,42
1541C,flux_behavior,1287,_21.0.raw,0,1,0,3,0,1,43,29,5,129,0,43,43,29,5,129,0,43
1541C,flux_behavior,1315,_21.1.raw,1,1,0,3,0,1,44,30,5,132,0,44,44,30,5,132,0,44
1541C,flux_behavior,1344,_22.0.raw,0,0,0,3,0,1,45,30,5,135,0,45,45,30,5,135,0,45
1541C,flux_behavior,1374,_22.1.raw,1,1,1,3,0,1,46,31,6,138,0,46,46,31,6,138,0,46
1541C,flux_behavior,1405,_23.0.raw,0,0,0,3,0,1,47,31,6,141,0,47,47,31,6,141,0,47
1541C,flux_behavior,1437,_23.1.raw,1,1,0,3,0,1,48,32,6,144,0,48,48,32,6,144,0,48
1541C,flux_behavior,1470,_24.0.raw,0,1,0,3,0,1,49,33,6,147,0,49,49,33,6,147,0,49
1541C,flux_behavior,1497,_24.1.raw,1,1,0,3,0,1,50,34,6,150,0,50,50,34,6,150,0,50
1541C,flux_behavior,1525,_25.0.raw,0,0,0,3,0,1,51,34,6,153,0,51,51,34,6,153,0,51
1541C,flux_behavior,1554,_25.1.raw,1,1,0,3,0,1,52,35,6,156,0,52,52,35,6,156,0,52
1541C,flux_behavior,1584,_26.0.raw,0,0,0,3,0,1,53,35,6,159,0,53,53,35,6,159,0,53
1541C,flux_behavior,1615,_26.1.raw,1,1,0,3,0,1,54,36,6,162,0,54,54,36,6,162,0,54
1541C,flux_behavior,1647,_27.0.raw,0,1,1,3,0,1,55,37,7,165,0,55,55,37,7,165,0,55
1541C,flux_behavior,1680,_27.1.raw,1,1,0,3,0,1,56,38,7,168,0,56,56,38,7,168,0,56
1541C,flux_behavior,1707,_28.0.raw,0,0,0,3,0,1,57,38,7,171,0,57,57,38,7,171,0,57
1541C,flux_behavior,1735,_28.1.raw,1,1,0,3,0,1,58,39,7,174,0,58,58,39,7,174,0,58
1541C,flux_behavior,1764,_29.0.raw,0,0,0,3,0,1,59,39,7,177,0,59,59,39,7,177,0,59
1541C,flux_behavior,1794,_29.1.raw,1,1,0,3,0,1,60,40,7,180,0,60,60,40,7,180,0,60
1541C,flux_behavior,1825,_30.0.raw,0,1,0,3,0,1,61,41,7,183,0,61,61,41,7,183,0,61
1541C,flux_behavior,1857,_30.1.raw,1,1,0,3,0,1,62,42,7,186,0,62,62,42,7,186,0,62
1541C,flux_behavior,1890,_31.0.raw,0,0,0,3,0,1,63,42,7,189,0,63,63,42,7,189,0,63
1541C,flux_behavior,1917,_31.1.raw,1,1,1,3,0,1,64,43,8,192,0,64,64,43,8,192,0,64
1541C,flux_behavior,1945,_32.0.raw,0,0,0,3,0,1,65,43,8,195,0,65,65,43,8,195,0,65
1541C,flux_behavior,1974,_32.1.raw,1,1,0,3,0,1,66,44,8,198,0,66,66,44,8,198,0,66
1541C,flux_behavior,2004,_33.0.raw,0,1,0,3,0,1,67,45,8,201,0,67,67,45,8,201,0,67
1541C,flux_behavior,2035,_33.1.raw,1,1,0,3,0,1,68,46,8,204,0,68,68,46,8,204,0,68
1541C,flux_behavior,2067,_34.0.raw,0,0,0,3,0,1,69,46,8,207,0,69,69,46,8,207,0,69
1541C,flux_behavior,2100,_34.1.raw,1,1,0,3,0,1,70,47,8,210,0,70,70,47,8,210,0,70
1541C,flux_behavior,2127,_35.0.raw,0,0,0,3,0,1,71,47,8,213,0,71,71,47,8,213,0,71
1541C,flux_behavior,2155,_35.1.raw,1,1,0,3,0,1,72,48,8,216,0,72,72,48,8,216,0,72
1541C,flux_behavior,2184,_36.0.raw,0,1,1,3,0,1,73,49,9,219,0,73,73,49,9,219,0,73
