phase,cycle,pixel,op,bus_window,fetch,tick_actions,predicate_mask,fetch_plan,commit_plan,addr_formula0,addr_formula1
PHI2,43,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,43,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,43,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,43,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,43,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,43,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,43,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,44,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,44,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,44,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,44,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,44,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,44,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,44,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,44,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,45,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,45,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,45,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,45,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,45,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,45,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,45,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,45,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,46,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,46,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,46,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,46,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,46,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,46,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,46,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,46,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,47,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,47,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,47,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,47,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,47,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,47,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,47,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,47,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,48,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,48,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,48,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,48,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,48,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,48,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,48,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,48,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,49,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,49,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,49,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,49,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,49,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,49,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,49,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,49,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,50,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,50,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,50,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,50,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,50,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,50,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,50,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,50,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,51,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,51,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,51,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,51,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,51,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,51,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,51,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,51,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,52,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,52,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,52,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,52,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,52,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,52,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,52,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,52,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,53,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,53,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,53,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,53,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,53,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,53,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,53,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,53,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,54,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,54,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,54,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,54,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,54,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,54,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,54,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,54,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,55,0,REFRESH,0,NONE,4,4,NONE,NONE,NONE,NONE
PHI2,55,1,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,55,2,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,55,3,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,55,4,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,55,5,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,55,6,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,55,7,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,56,0,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,56,1,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,56,2,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,56,3,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,56,4,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,56,5,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,56,6,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,56,7,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,57,0,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,57,1,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,57,2,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,57,3,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,57,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,57,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,57,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,57,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,58,0,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,58,1,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,58,2,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,58,3,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,58,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,58,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,58,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,58,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,59,0,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,59,1,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,59,2,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,59,3,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,59,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,59,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,59,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,59,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,60,0,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,60,1,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,60,2,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,60,3,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,60,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,60,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,60,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,60,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,61,0,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,61,1,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,61,2,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,61,3,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,61,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,61,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,61,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,61,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,62,0,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,62,1,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,62,2,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,62,3,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,62,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,62,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,62,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,62,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
